S? l??ng hóa ??n,S? khách,Doanh s?,Doanh thu,Gi?m giá món,Gi?m giá hóa ??n,Gi?m giá thành viên,VAT,Ph? phí,Mã c?a hàng,Tên c?a hàng,Ngày
14,63,3990200,3976920,0,0,13280,0,0,10,ICOOL Thành Thái,29/08/2017
11,23,3015300,3015300,0,0,0,0,0,11,ICool Nguy?n Trãi,29/08/2017
2,8,2322900,2220520,0,0,102380,0,0,12,ICool M?c ?inh Chi,29/08/2017
13,43,9340800,9287120,0,53680,0,0,0,13,ICOOL Tran Binh Trong,29/08/2017
9,39,3707400,3686060,0,0,21340,0,0,2,AAPPLE Hoàng Vi?t,29/08/2017
48,238,44653200,38595840,436100,4472080,1149180,0,0,4,ICOOL Xô Vi?t Ngh? T?nh,29/08/2017
45,197,42708600,40275205,1135800,417650,879945,0,0,5,ICOOL Tô Ký,29/08/2017
51,294,58469500,54972870,1718900,0,1777730,0,0,6,ICOOL Bình Phú,29/08/2017
38,203,46138100,44661135,263700,0,1213265,161405,0,7,ICool D??ng Bá Tr?c,29/08/2017
84,485,101954700,96392945,1692400,803240,3066115,758041,600000,1,ICOOL Ung V?n Khiêm,30/08/2017
18,75,4763600,4747760,0,0,15840,0,0,10,ICOOL Thành Thái,30/08/2017
2,5,586100,501000,85100,0,0,0,0,11,ICool Nguy?n Trãi,30/08/2017
2,8,130000,130000,0,0,0,0,0,12,ICool M?c ?inh Chi,30/08/2017
11,59,8341700,8159440,30000,99400,52860,0,0,13,ICOOL Tran Binh Trong,30/08/2017
15,65,12856100,12285970,171700,283170,115260,0,0,2,AAPPLE Hoàng Vi?t,30/08/2017
73,402,86787600,82984085,1102900,231520,2469095,301350,0,4,ICOOL Xô Vi?t Ngh? T?nh,30/08/2017
33,208,35357200,33367475,993500,130240,865985,0,50000,5,ICOOL Tô Ký,30/08/2017
52,232,43745700,40630740,1840100,0,1274860,0,0,6,ICOOL Bình Phú,30/08/2017
49,286,59092500,56722985,1286100,62550,1020865,256957.5,300000,7,ICool D??ng Bá Tr?c,30/08/2017
94,554,124616700,118891025,826800,1496250,3402625,903283.5,0,1,ICOOL Ung V?n Khiêm,31/08/2017
27,119,10241800,10241800,0,0,0,0,0,10,ICOOL Thành Thái,31/08/2017
4,12,1719000,1719000,0,0,0,0,0,11,ICool Nguy?n Trãi,31/08/2017
8,51,4314800,4196900,0,117900,0,0,0,12,ICool M?c ?inh Chi,31/08/2017
5,32,6497400,6497400,0,0,0,0,0,13,ICOOL Tran Binh Trong,31/08/2017
31,146,22493000,21907665,186000,132260,267075,61295,0,2,AAPPLE Hoàng Vi?t,31/08/2017
70,409,81494000,78638150,987900,113000,1754950,220115,0,4,ICOOL Xô Vi?t Ngh? T?nh,31/08/2017
41,178,35792800,33512955,1493600,155850,630395,0,0,5,ICOOL Tô Ký,31/08/2017
64,353,68902600,64330955,2226400,373690,1971555,0,0,6,ICOOL Bình Phú,31/08/2017
55,332,61161200,59647205,0,433700,1080295,0,0,7,ICool D??ng Bá Tr?c,31/08/2017
118,766,166529700,161099345,1306900,342530,3780925,654196.25,0,1,ICOOL Ung V?n Khiêm,01/09/2017
27,115,11083000,10964240,0,118760,0,0,0,10,ICOOL Thành Thái,01/09/2017
15,62,8640600,8640600,0,0,0,0,0,11,ICool Nguy?n Trãi,01/09/2017
4,20,4568300,4568300,0,0,0,0,0,12,ICool M?c ?inh Chi,01/09/2017
17,91,18137400,17654080,37760,349020,96540,0,0,13,ICOOL Tran Binh Trong,01/09/2017
30,152,23608900,23189710,139000,0,280190,0,0,2,AAPPLE Hoàng Vi?t,01/09/2017
90,561,120783700,116330385,1109400,192435,3151480,554899.5,0,4,ICOOL Xô Vi?t Ngh? T?nh,01/09/2017
75,352,81990900,77986225,2068100,442620,1493955,50955,100000,5,ICOOL Tô Ký,01/09/2017
85,476,97130600,91476845,2636100,462000,2555655,560825,300000,6,ICOOL Bình Phú,01/09/2017
69,461,91467400,89287615,981000,100850,1097935,299300,0,7,ICool D??ng Bá Tr?c,01/09/2017
31,205,35679100,35371820,0,307280,0,0,0,9,ICool Nguy?n S?n,01/09/2017
138,863,184272100,170948480,1931200,7570160,3822260,300245.5,0,1,ICOOL Ung V?n Khiêm,02/09/2017
30,124,15051400,14834670,0,204660,12070,0,0,10,ICOOL Thành Thái,02/09/2017
27,103,11773000,11640000,106000,27000,0,0,0,11,ICool Nguy?n Trãi,02/09/2017
8,26,5063700,4560785,98000,169475,235440,0,0,12,ICool M?c ?inh Chi,02/09/2017
19,105,16336800,15839455,83400,266920,147025,0,0,13,ICOOL Tran Binh Trong,02/09/2017
30,144,17875400,17624515,0,117625,133260,0,0,2,AAPPLE Hoàng Vi?t,02/09/2017
132,812,161240400,156753460,1226700,1355490,1904750,0,0,4,ICOOL Xô Vi?t Ngh? T?nh,02/09/2017
105,536,117662700,112769810,1974500,490150,2428240,0,0,5,ICOOL Tô Ký,02/09/2017
127,841,156735200,147758055,2516900,766550,5693695,0,0,6,ICOOL Bình Phú,02/09/2017
69,533,110258000,108502235,397000,99170,1259595,0,150000,7,ICool D??ng Bá Tr?c,02/09/2017
39,282,42943600,42499180,0,444420,0,0,0,9,ICool Nguy?n S?n,02/09/2017
87,511,113237400,107309620,1121500,2868450,1937830,0,0,1,ICOOL Ung V?n Khiêm,03/09/2017
27,106,10189000,9986850,0,192900,9250,0,0,10,ICOOL Thành Thái,03/09/2017
19,73,5572400,5553600,0,0,18800,0,0,11,ICool Nguy?n Trãi,03/09/2017
2,9,994600,994600,0,0,0,0,0,12,ICool M?c ?inh Chi,03/09/2017
9,70,10892600,10501760,0,390840,0,0,0,13,ICOOL Tran Binh Trong,03/09/2017
26,116,21070400,20540120,144000,0,386280,0,0,2,AAPPLE Hoàng Vi?t,03/09/2017
97,606,112516300,108571395,1674400,496940,1773565,0,0,4,ICOOL Xô Vi?t Ngh? T?nh,03/09/2017
74,357,69781800,67479235,834400,209480,1258685,0,0,5,ICOOL Tô Ký,03/09/2017
92,483,95309000,91305860,1472000,57600,2473540,0,200000,6,ICOOL Bình Phú,03/09/2017
48,308,59054100,57326985,882700,0,844415,0,0,7,ICool D??ng Bá Tr?c,03/09/2017
17,123,22431700,22285000,0,146700,0,0,0,9,ICool Nguy?n S?n,03/09/2017
80,437,107779200,102261725,1207400,1488390,2821685,189700.75,0,1,ICOOL Ung V?n Khiêm,04/09/2017
23,90,9278400,9251350,0,0,27050,0,0,10,ICOOL Thành Thái,04/09/2017
7,27,3126400,3126400,0,0,0,0,0,11,ICool Nguy?n Trãi,04/09/2017
3,16,3717200,3509200,89000,119000,0,0,0,12,ICool M?c ?inh Chi,04/09/2017
6,22,2145900,2096900,49000,0,0,0,0,13,ICOOL Tran Binh Trong,04/09/2017
15,62,13624300,12971980,203000,0,449320,0,0,2,AAPPLE Hoàng Vi?t,04/09/2017
65,353,66709800,65148685,642500,360150,558465,232620,0,4,ICOOL Xô Vi?t Ngh? T?nh,04/09/2017
51,228,54286900,51854770,1335300,233800,863030,96501,0,5,ICOOL Tô Ký,04/09/2017
51,368,56065200,53184105,1266700,113000,1501395,0,0,6,ICOOL Bình Phú,04/09/2017
43,247,51359700,49265390,1371700,0,722610,66300,100000,7,ICool D??ng Bá Tr?c,04/09/2017
5,16,3377100,3021100,0,356000,0,0,0,9,ICool Nguy?n S?n,04/09/2017
73,425,88439900,85697055,671000,157640,1914205,65480,240000,1,ICOOL Ung V?n Khiêm,05/09/2017
12,52,6667000,5101680,0,1565320,0,0,0,10,ICOOL Thành Thái,05/09/2017
15,70,6350000,6350000,0,0,0,0,0,11,ICool Nguy?n Trãi,05/09/2017
5,14,3611400,3555780,0,55620,0,0,0,12,ICool M?c ?inh Chi,05/09/2017
8,53,6008500,5951300,0,57200,0,0,0,13,ICOOL Tran Binh Trong,05/09/2017
11,64,12841000,12311955,0,0,529045,0,0,2,AAPPLE Hoàng Vi?t,05/09/2017
48,238,54549500,52724245,695000,89060,1041195,62890,0,4,ICOOL Xô Vi?t Ngh? T?nh,05/09/2017
29,104,21968500,21401525,110000,0,456975,45270,0,5,ICOOL Tô Ký,05/09/2017
57,345,73889200,69552025,1519000,304210,2513965,0,0,6,ICOOL Bình Phú,05/09/2017
49,317,62388100,60288375,524400,102300,1473025,0,0,7,ICool D??ng Bá Tr?c,05/09/2017
10,49,8498400,8325110,0,173290,0,0,0,9,ICool Nguy?n S?n,05/09/2017
87,464,98707700,90937385,1318500,2127980,4323835,253725.5,0,1,ICOOL Ung V?n Khiêm,06/09/2017
14,56,4580400,4580400,0,0,0,0,0,10,ICOOL Thành Thái,06/09/2017
11,31,4256900,4196900,0,60000,0,0,200000,11,ICool Nguy?n Trãi,06/09/2017
4,18,3455500,3455500,0,0,0,0,0,12,ICool M?c ?inh Chi,06/09/2017
10,73,10968200,10498770,267000,131635,70795,0,0,13,ICOOL Tran Binh Trong,06/09/2017
13,62,8963600,8606770,114000,0,242830,0,0,2,AAPPLE Hoàng Vi?t,06/09/2017
45,249,50751400,49771690,312000,27640,640070,0,0,4,ICOOL Xô Vi?t Ngh? T?nh,06/09/2017
42,182,40178600,38184520,945700,0,1048380,0,0,5,ICOOL Tô Ký,06/09/2017
38,244,41012500,39274000,208400,433650,1096450,0,0,6,ICOOL Bình Phú,06/09/2017
52,310,61559500,59756625,518000,0,1284875,0,0,7,ICool D??ng Bá Tr?c,06/09/2017
4,16,2960000,2960000,0,0,0,0,0,9,ICool Nguy?n S?n,06/09/2017
90,509,114651100,106791510,2236400,2748700,2874490,126324.25,0,1,ICOOL Ung V?n Khiêm,07/09/2017
14,46,3307600,3268720,0,38880,0,0,0,10,ICOOL Thành Thái,07/09/2017
7,30,3730200,3730200,0,0,0,0,0,11,ICool Nguy?n Trãi,07/09/2017
2,5,778700,778700,0,0,0,0,0,12,ICool M?c ?inh Chi,07/09/2017
12,87,10805700,10680700,125000,0,0,0,0,13,ICOOL Tran Binh Trong,07/09/2017
9,47,5511800,5472450,0,0,39350,0,0,2,AAPPLE Hoàng Vi?t,07/09/2017
67,337,64014500,61558720,791400,408790,1255590,35150,0,4,ICOOL Xô Vi?t Ngh? T?nh,07/09/2017
40,197,44720200,41685375,1280100,0,1754725,0,30000,5,ICOOL Tô Ký,07/09/2017
62,346,62953300,58239060,390100,1972040,2352100,0,150000,6,ICOOL Bình Phú,07/09/2017
50,307,56270600,54884305,388000,319820,678475,0,0,7,ICool D??ng Bá Tr?c,07/09/2017
8,35,5492300,5492300,0,0,0,0,0,9,ICool Nguy?n S?n,07/09/2017
101,527,126870943,119390918,1510900,3607650,2361475,78340,0,1,ICOOL Ung V?n Khiêm,08/09/2017
23,99,11887600,11651990,0,235610,0,0,0,10,ICOOL Thành Thái,08/09/2017
7,28,2449800,2449800,0,0,0,0,0,11,ICool Nguy?n Trãi,08/09/2017
8,26,6824600,6386060,38000,64740,335800,0,0,12,ICool M?c ?inh Chi,08/09/2017
7,40,5871800,5827150,0,44650,0,0,0,13,ICOOL Tran Binh Trong,08/09/2017
19,94,13310800,13117005,76000,45925,71870,0,0,2,AAPPLE Hoàng Vi?t,08/09/2017
76,405,86013800,80849930,1224200,1061660,2878010,151700,0,4,ICOOL Xô Vi?t Ngh? T?nh,08/09/2017
33,123,28682200,27367495,636400,0,678305,0,0,5,ICOOL Tô Ký,08/09/2017
57,327,72847100,67851550,2273200,349000,2373350,72494.5,200000,6,ICOOL Bình Phú,08/09/2017
44,319,57690900,55524560,427000,1045395,693945,0,0,7,ICool D??ng Bá Tr?c,08/09/2017
5,35,4524600,4376540,0,148060,0,0,0,9,ICool Nguy?n S?n,08/09/2017
131,751,180201300,170195370,2635000,2784270,4586660,320214,0,1,ICOOL Ung V?n Khiêm,09/09/2017
37,124,12873400,12803510,0,56420,13470,0,0,10,ICOOL Thành Thái,09/09/2017
19,71,10071200,10050330,0,0,20870,0,0,11,ICool Nguy?n Trãi,09/09/2017
8,47,5756800,5429800,250000,0,77000,0,0,12,ICool M?c ?inh Chi,09/09/2017
16,91,13949700,13607095,0,286920,55685,0,0,13,ICOOL Tran Binh Trong,09/09/2017
23,120,20416800,19659535,301000,85095,371170,0,0,2,AAPPLE Hoàng Vi?t,09/09/2017
119,676,151502600,144867395,2484100,1285675,2865430,236295,0,4,ICOOL Xô Vi?t Ngh? T?nh,09/09/2017
81,366,99394700,94371375,1657200,41700,3324425,0,320000,5,ICOOL Tô Ký,09/09/2017
87,553,110828300,105247425,2138900,149600,3292375,0,0,6,ICOOL Bình Phú,09/09/2017
65,417,102410100,97384545,2422100,1465110,1138345,0,0,7,ICool D??ng Bá Tr?c,09/09/2017
21,162,29415700,29126105,0,289595,0,0,0,9,ICool Nguy?n S?n,09/09/2017
118,705,148611500,142328380,1929700,816300,3537120,278860,150000,1,ICOOL Ung V?n Khiêm,10/09/2017
34,159,15203200,15175400,0,16050,11750,0,0,10,ICOOL Thành Thái,10/09/2017
21,90,9796600,9452640,223000,0,120960,0,50000,11,ICool Nguy?n Trãi,10/09/2017
2,8,3108000,3108000,0,0,0,0,0,12,ICool M?c ?inh Chi,10/09/2017
15,78,12750100,12566535,0,96240,87325,0,0,13,ICOOL Tran Binh Trong,10/09/2017
15,52,11755700,10925290,104700,654775,70935,0,0,2,AAPPLE Hoàng Vi?t,10/09/2017
103,574,118507100,114167230,1105400,461630,2772840,83100,0,4,ICOOL Xô Vi?t Ngh? T?nh,10/09/2017
76,357,87604800,84115425,1025700,447620,2016055,152113.5,0,5,ICOOL Tô Ký,10/09/2017
64,382,73306300,69158220,1756100,19400,2372580,0,600000,6,ICOOL Bình Phú,10/09/2017
59,382,76389300,75157645,148100,0,1083555,0,0,7,ICool D??ng Bá Tr?c,10/09/2017
21,154,25515600,25157365,0,358235,0,0,0,9,ICool Nguy?n S?n,10/09/2017
100,528,112964400,106308925,2249000,1992050,2414425,544460,0,1,ICOOL Ung V?n Khiêm,11/09/2017
24,104,8463000,8281700,174000,0,7300,0,0,10,ICOOL Thành Thái,11/09/2017
8,27,2452400,2355480,76000,0,20920,0,0,11,ICool Nguy?n Trãi,11/09/2017
5,34,5296500,4981610,89000,225890,0,0,0,13,ICOOL Tran Binh Trong,11/09/2017
15,68,9597300,9358080,0,0,239220,0,0,2,AAPPLE Hoàng Vi?t,11/09/2017
53,302,54610100,51253645,1007000,975590,1373865,198720,0,4,ICOOL Xô Vi?t Ngh? T?nh,11/09/2017
34,134,33967600,32418335,910500,0,638765,0,0,5,ICOOL Tô Ký,11/09/2017
45,327,51896600,48535330,1212800,337870,1810600,0,0,6,ICOOL Bình Phú,11/09/2017
36,234,40152600,38458715,877800,189000,627085,44310,0,7,ICool D??ng Bá Tr?c,11/09/2017
11,45,9510000,9388170,0,121830,0,0,0,9,ICool Nguy?n S?n,11/09/2017
67,409,85112400,80697325,926100,1019210,2469765,114688.75,0,1,ICOOL Ung V?n Khiêm,12/09/2017
13,46,4368400,4368400,0,0,0,0,0,10,ICOOL Thành Thái,12/09/2017
8,34,3831400,3709460,25000,86820,10120,0,0,11,ICool Nguy?n Trãi,12/09/2017
4,33,3311300,2825640,0,485660,0,0,0,12,ICool M?c ?inh Chi,12/09/2017
11,64,14319400,12839560,136000,1343840,0,0,0,13,ICOOL Tran Binh Trong,12/09/2017
16,85,10432700,9860015,234000,136260,202425,0,0,2,AAPPLE Hoàng Vi?t,12/09/2017
76,465,75503900,71586570,640800,1958075,1318455,163490,0,4,ICOOL Xô Vi?t Ngh? T?nh,12/09/2017
51,260,50085400,47802845,1262400,0,1020155,0,0,5,ICOOL Tô Ký,12/09/2017
49,318,60402500,56179605,779400,1566130,1877365,0,0,6,ICOOL Bình Phú,12/09/2017
46,318,78547300,76767860,594000,0,1185440,258300,0,7,ICool D??ng Bá Tr?c,12/09/2017
10,47,9139000,8862600,0,276400,0,0,0,9,ICool Nguy?n S?n,12/09/2017
89,588,102255100,98568820,1636400,223300,1826580,251022.75,0,1,ICOOL Ung V?n Khiêm,13/09/2017
19,78,8116000,8116000,0,0,0,0,0,10,ICOOL Thành Thái,13/09/2017
9,32,3359200,3346150,0,0,13050,0,0,11,ICool Nguy?n Trãi,13/09/2017
7,21,8175000,6874200,402000,135000,763800,0,0,12,ICool M?c ?inh Chi,13/09/2017
7,41,5405000,4976400,0,369900,58700,0,0,13,ICOOL Tran Binh Trong,13/09/2017
10,45,7282500,7255410,0,0,27090,26060,0,2,AAPPLE Hoàng Vi?t,13/09/2017
58,342,51548200,50228045,440000,0,880155,0,0,4,ICOOL Xô Vi?t Ngh? T?nh,13/09/2017
28,134,24816000,23862540,321700,23400,608360,0,0,5,ICOOL Tô Ký,13/09/2017
46,249,57097400,53788415,1389800,0,1919185,0,0,6,ICOOL Bình Phú,13/09/2017
50,363,61956100,60392025,239000,41260,1283815,0,0,7,ICool D??ng Bá Tr?c,13/09/2017
4,27,5154000,5154000,0,0,0,0,0,9,ICool Nguy?n S?n,13/09/2017
80,440,96695300,91152545,1574700,1735180,2232875,185900,0,1,ICOOL Ung V?n Khiêm,14/09/2017
20,90,6452600,6373990,0,60900,17710,0,0,10,ICOOL Thành Thái,14/09/2017
10,33,3968000,3733175,139000,58000,37825,0,0,11,ICool Nguy?n Trãi,14/09/2017
2,6,2794000,1498000,0,1296000,0,0,0,12,ICool M?c ?inh Chi,14/09/2017
10,48,7716700,7402735,147000,0,166965,0,0,13,ICOOL Tran Binh Trong,14/09/2017
16,72,9619700,9314420,127000,0,178280,0,0,2,AAPPLE Hoàng Vi?t,14/09/2017
58,346,56885200,53751370,1134800,710290,1288740,0,0,4,ICOOL Xô Vi?t Ngh? T?nh,14/09/2017
36,173,44970800,42809615,844200,159450,1157535,29877.5,0,5,ICOOL Tô Ký,14/09/2017
51,309,58921600,56046765,668000,542400,1664435,0,300000,6,ICOOL Bình Phú,14/09/2017
48,306,56269000,54485150,766400,78300,939150,0,0,7,ICool D??ng Bá Tr?c,14/09/2017
4,36,3817400,3147500,0,669900,0,0,0,9,ICool Nguy?n S?n,14/09/2017
87,572,123093300,114165425,2343800,3481000,3103075,272015,0,1,ICOOL Ung V?n Khiêm,15/09/2017
32,138,16280800,15931370,0,340080,9350,52160,0,10,ICOOL Thành Thái,15/09/2017
10,41,4593600,4249650,195000,95220,53730,0,0,11,ICool Nguy?n Trãi,15/09/2017
4,28,3423300,3268580,106000,48720,0,0,0,12,ICool M?c ?inh Chi,15/09/2017
12,64,8478100,8432560,0,0,45540,0,0,13,ICOOL Tran Binh Trong,15/09/2017
17,92,14991000,14287130,81700,312720,309450,56845,0,2,AAPPLE Hoàng Vi?t,15/09/2017
76,408,79795600,76967970,708400,492095,1627135,149070,0,4,ICOOL Xô Vi?t Ngh? T?nh,15/09/2017
48,240,57411500,54177110,1274400,135630,1824360,0,0,5,ICOOL Tô Ký,15/09/2017
70,455,90789500,86453035,1973000,118150,2245315,0,0,6,ICOOL Bình Phú,15/09/2017
49,374,78542400,76094140,1154800,211220,1082240,0,0,7,ICool D??ng Bá Tr?c,15/09/2017
9,53,6727300,6727300,0,0,0,0,0,9,ICool Nguy?n S?n,15/09/2017
133,950,185687000,177008685,2577300,1396390,4704625,335131.75,0,1,ICOOL Ung V?n Khiêm,16/09/2017
33,203,21060400,20880670,0,144200,35530,0,0,10,ICOOL Thành Thái,16/09/2017
11,49,6422200,6319800,102400,0,0,0,0,11,ICool Nguy?n Trãi,16/09/2017
9,56,9485200,8918695,302000,0,264505,0,0,12,ICool M?c ?inh Chi,16/09/2017
19,132,25261400,24771000,89000,329405,71995,202753.75,0,13,ICOOL Tran Binh Trong,16/09/2017
19,97,13262000,12977025,114000,59220,111755,0,0,2,AAPPLE Hoàng Vi?t,16/09/2017
127,930,158204600,151982920,1558900,955290,3707490,88260,0,4,ICOOL Xô Vi?t Ngh? T?nh,16/09/2017
72,566,92054300,88238860,1690400,191640,1933400,87776.5,300000,5,ICOOL Tô Ký,16/09/2017
88,508,97015900,91391785,2259800,94400,3269915,183943.5,40000,6,ICOOL Bình Phú,16/09/2017
59,439,86491500,83661370,1482000,219680,1128450,0,0,7,ICool D??ng Bá Tr?c,16/09/2017
15,80,14117700,13889620,0,228080,0,0,0,9,ICool Nguy?n S?n,16/09/2017
109,661,127047800,120511090,2258100,1086000,3192610,0,0,1,ICOOL Ung V?n Khiêm,17/09/2017
32,170,20229200,20078140,0,151060,0,0,0,10,ICOOL Thành Thái,17/09/2017
16,87,13413200,13084750,108000,173760,46690,0,0,11,ICool Nguy?n Trãi,17/09/2017
2,6,1476800,1476800,0,0,0,0,0,12,ICool M?c ?inh Chi,17/09/2017
10,51,11345700,11156700,189000,0,0,0,0,13,ICOOL Tran Binh Trong,17/09/2017
17,73,9821900,9770910,0,37340,13650,0,0,2,AAPPLE Hoàng Vi?t,17/09/2017
101,618,103941600,101314750,826200,283530,1517120,145522,0,4,ICOOL Xô Vi?t Ngh? T?nh,17/09/2017
61,316,59897600,57638695,1213000,79845,966060,0,0,5,ICOOL Tô Ký,17/09/2017
96,556,104242900,95768425,4652800,1169600,2652075,309662.5,0,6,ICOOL Bình Phú,17/09/2017
63,399,69334400,67541275,139000,871100,783025,108395,0,7,ICool D??ng Bá Tr?c,17/09/2017
20,123,23022700,22715100,0,307600,0,0,0,9,ICool Nguy?n S?n,17/09/2017
77,445,97664200,92339970,2089400,856400,2378430,46810,0,1,ICOOL Ung V?n Khiêm,18/09/2017
10,43,2608000,2608000,0,0,0,0,0,10,ICOOL Thành Thái,18/09/2017
7,19,1847800,1847800,0,0,0,0,0,11,ICool Nguy?n Trãi,18/09/2017
1,2,156800,156800,0,0,0,0,0,12,ICool M?c ?inh Chi,18/09/2017
14,87,11910400,11730395,38000,58795,83210,0,0,13,ICOOL Tran Binh Trong,18/09/2017
11,52,6091400,5978740,6000,12900,93760,0,0,2,AAPPLE Hoàng Vi?t,18/09/2017
55,305,51074200,49140480,403700,154815,1375205,0,0,4,ICOOL Xô Vi?t Ngh? T?nh,18/09/2017
26,130,27119700,24387665,1925800,84660,721575,57830,0,5,ICOOL Tô Ký,18/09/2017
46,284,51160600,47581405,1404400,681500,1493295,0,0,6,ICOOL Bình Phú,18/09/2017
53,245,53648900,50911380,1613200,230000,894320,0,0,7,ICool D??ng Bá Tr?c,18/09/2017
3,11,3048900,3048900,0,0,0,0,0,9,ICool Nguy?n S?n,18/09/2017
86,525,101034800,97372370,400400,1517720,1744310,82340,0,1,ICOOL Ung V?n Khiêm,19/09/2017
15,49,6118200,5877900,0,240300,0,0,0,10,ICOOL Thành Thái,19/09/2017
11,44,4390100,4368450,0,0,21650,0,0,11,ICool Nguy?n Trãi,19/09/2017
1,6,694000,694000,0,0,0,0,0,12,ICool M?c ?inh Chi,19/09/2017
12,78,12558700,11790705,628000,0,139995,0,0,13,ICOOL Tran Binh Trong,19/09/2017
9,42,5329600,4960980,280000,0,88620,0,0,2,AAPPLE Hoàng Vi?t,19/09/2017
35,183,38570400,36965350,651400,235800,717850,115250,0,4,ICOOL Xô Vi?t Ngh? T?nh,19/09/2017
42,173,44048400,42483755,559800,116900,887945,0,0,5,ICOOL Tô Ký,19/09/2017
30,197,37468000,35848095,118000,290650,1211255,0,0,6,ICOOL Bình Phú,19/09/2017
55,333,64766800,62737290,1307700,183600,538210,54550,0,7,ICool D??ng Bá Tr?c,19/09/2017
7,63,7094500,7046535,0,47965,0,0,0,9,ICool Nguy?n S?n,19/09/2017
96,597,116317468,107480418,4581700,1466610,2788740,339790,300000,1,ICOOL Ung V?n Khiêm,20/09/2017
15,68,5640400,5387200,253200,0,0,38250,0,10,ICOOL Thành Thái,20/09/2017
7,24,3309500,3250610,38000,20890,0,0,0,11,ICool Nguy?n Trãi,20/09/2017
3,6,1953600,927800,0,1025800,0,0,0,12,ICool M?c ?inh Chi,20/09/2017
16,103,13454800,12745780,0,523720,185300,0,0,13,ICOOL Tran Binh Trong,20/09/2017
16,83,8693800,8203360,49000,180560,260880,0,100000,2,AAPPLE Hoàng Vi?t,20/09/2017
62,336,61902500,59089790,1395100,135460,1282150,0,0,4,ICOOL Xô Vi?t Ngh? T?nh,20/09/2017
34,124,31281200,28808510,1207700,465500,799490,97299,0,5,ICOOL Tô Ký,20/09/2017
57,350,80428300,72849275,4382200,0,3196825,0,0,6,ICOOL Bình Phú,20/09/2017
58,413,71587200,68320175,1951000,328200,987825,41075,0,7,ICool D??ng Bá Tr?c,20/09/2017
14,102,9387200,9018350,24000,299740,45110,0,0,9,ICool Nguy?n S?n,20/09/2017
76,468,98560700,93523355,2635400,0,2401945,0,150000,1,ICOOL Ung V?n Khiêm,21/09/2017
17,67,4471000,4256450,202200,0,12350,0,0,10,ICOOL Thành Thái,21/09/2017
12,57,7070500,6920125,133000,0,17375,0,0,11,ICool Nguy?n Trãi,21/09/2017
4,20,3913000,3485650,0,259700,167650,0,0,12,ICool M?c ?inh Chi,21/09/2017
6,35,4567200,4567200,0,0,0,0,0,13,ICOOL Tran Binh Trong,21/09/2017
12,51,7555500,6967450,285000,146520,156530,0,0,2,AAPPLE Hoàng Vi?t,21/09/2017
60,325,46816400,44889480,734500,377700,814720,124212.5,0,4,ICOOL Xô Vi?t Ngh? T?nh,21/09/2017
25,145,27428400,25999465,706000,0,722935,131019.75,0,5,ICOOL Tô Ký,21/09/2017
59,330,61679100,57921460,1950400,374890,1432350,0,0,6,ICOOL Bình Phú,21/09/2017
42,269,52350000,50728290,1200000,0,421710,0,0,7,ICool D??ng Bá Tr?c,21/09/2017
6,33,5749300,5647810,0,101490,0,0,0,9,ICool Nguy?n S?n,21/09/2017
93,535,119719500,111758345,2247000,2070040,3644115,505707.5,0,1,ICOOL Ung V?n Khiêm,22/09/2017
24,127,12318800,12318800,0,0,0,35010,0,10,ICOOL Thành Thái,22/09/2017
10,37,4040800,3651140,262200,116720,10740,0,0,11,ICool Nguy?n Trãi,22/09/2017
6,58,7762600,6671700,351000,739900,0,0,0,12,ICool M?c ?inh Chi,22/09/2017
4,16,2507285,2507285,0,0,0,0,0,13,ICOOL Tran Binh Trong,22/09/2017
20,95,14793100,14381770,234000,0,177330,0,0,2,AAPPLE Hoàng Vi?t,22/09/2017
70,377,69996400,68347060,672000,74695,902645,133831.25,0,4,ICOOL Xô Vi?t Ngh? T?nh,22/09/2017
40,197,43129900,40775910,1090000,0,1263990,0,0,5,ICOOL Tô Ký,22/09/2017
76,435,97948900,91652075,2910100,0,3386725,0,0,6,ICOOL Bình Phú,22/09/2017
50,409,85090100,82883950,1162700,319350,724100,0,300000,7,ICool D??ng Bá Tr?c,22/09/2017
5,30,4773600,4712830,0,60770,0,0,0,9,ICool Nguy?n S?n,22/09/2017
124,897,181702500,171738960,4820000,1434960,3708580,0,400000,1,ICOOL Ung V?n Khiêm,23/09/2017
32,195,17640000,17544100,0,95900,0,0,0,10,ICOOL Thành Thái,23/09/2017
8,42,5245800,5099800,146000,0,0,0,0,11,ICool Nguy?n Trãi,23/09/2017
12,75,12570600,11665490,331000,481610,92500,0,0,12,ICool M?c ?inh Chi,23/09/2017
14,116,18176800,17400255,178000,101660,496885,0,0,13,ICOOL Tran Binh Trong,23/09/2017
25,123,20470900,19946850,489000,0,35050,126270,0,2,AAPPLE Hoàng Vi?t,23/09/2017
118,735,148565600,142629975,1346100,1053770,3535755,0,0,4,ICOOL Xô Vi?t Ngh? T?nh,23/09/2017
64,389,92548800,87328339,2789080,458305,1973076,0,0,5,ICOOL Tô Ký,23/09/2017
